Date,Price
14/04/2021,21470
15/04/2021,20813
16/04/2021,20305
19/04/2021,20783
20/04/2021,20365
22/04/2021,18962
23/04/2021,19708
26/04/2021,18932
27/04/2021,18991
28/04/2021,19171
29/04/2021,19469
04/05/2021,19648
05/05/2021,20066
06/05/2021,19619
07/05/2021,19529
10/05/2021,20723
11/05/2021,20425
12/05/2021,20783
13/05/2021,20932
14/05/2021,21082
17/05/2021,21171
18/05/2021,21052
19/05/2021,21500
20/05/2021,22993
21/05/2021,23291
24/05/2021,23769
25/05/2021,24426
26/05/2021,24456
27/05/2021,23650
28/05/2021,24964
31/05/2021,26516
01/06/2021,26098
02/06/2021,27472
03/06/2021,29204
04/06/2021,29114
07/06/2021,28159
08/06/2021,26277
09/06/2021,27890
10/06/2021,28069
11/06/2021,29920
14/06/2021,31652
15/06/2021,31652
16/06/2021,30070
17/06/2021,30739
18/06/2021,30739
21/06/2021,29826
22/06/2021,30131
23/06/2021,30374
24/06/2021,30557
25/06/2021,32687
28/06/2021,32809
29/06/2021,33235
30/06/2021,33479
01/07/2021,35000
02/07/2021,35244
05/07/2021,34392
06/07/2021,32018
07/07/2021,33174
08/07/2021,33113
09/07/2021,32018
12/07/2021,30131
13/07/2021,31531
14/07/2021,31044
15/07/2021,32687
16/07/2021,32139
19/07/2021,30009
20/07/2021,32079
21/07/2021,31348
22/07/2021,31774
23/07/2021,30800
26/07/2021,30922
27/07/2021,31652
28/07/2021,31896
29/07/2021,32870
30/07/2021,33235
02/08/2021,33479
03/08/2021,34392
04/08/2021,34574
05/08/2021,35000
06/08/2021,34331
09/08/2021,36096
10/08/2021,36157
11/08/2021,35122
12/08/2021,35122
13/08/2021,35913
16/08/2021,37800
17/08/2021,37313
18/08/2021,36644
19/08/2021,38165
20/08/2021,38044
23/08/2021,38592
24/08/2021,37252
25/08/2021,37739
26/08/2021,37192
27/08/2021,37252
30/08/2021,37983
31/08/2021,37618
01/09/2021,37252
06/09/2021,36522
07/09/2021,36765
08/09/2021,39318
09/09/2021,39051
10/09/2021,38918
13/09/2021,38740
14/09/2021,37763
15/09/2021,38118
16/09/2021,37763
17/09/2021,38207
20/09/2021,38029
21/09/2021,37407
22/09/2021,37141
23/09/2021,37229
24/09/2021,37141
27/09/2021,35541
28/09/2021,36074
29/09/2021,35630
30/09/2021,36119
01/10/2021,34830
04/10/2021,34297
05/10/2021,35897
06/10/2021,35497
07/10/2021,36163
08/10/2021,36297
11/10/2021,37229
12/10/2021,36785
13/10/2021,36430
14/10/2021,36430
15/10/2021,36208
18/10/2021,36297
19/10/2021,36341
20/10/2021,35808
21/10/2021,35275
22/10/2021,34830
25/10/2021,34031
26/10/2021,34475
