Date,Price
14/12/2021,31333
15/12/2021,31250
16/12/2021,30958
17/12/2021,30083
20/12/2021,29750
21/12/2021,29042
22/12/2021,28625
23/12/2021,29250
24/12/2021,29750
27/12/2021,29375
28/12/2021,29917
29/12/2021,30750
30/12/2021,30750
31/12/2021,31167
04/01/2022,31250
05/01/2022,30833
06/01/2022,29833
07/01/2022,29458
10/01/2022,29458
11/01/2022,28833
12/01/2022,29333
13/01/2022,30083
14/01/2022,29542
17/01/2022,27500
18/01/2022,27625
19/01/2022,27500
20/01/2022,27833
21/01/2022,26917
24/01/2022,25042
25/01/2022,25667
26/01/2022,25750
27/01/2022,25250
28/01/2022,25292
07/02/2022,26583
08/02/2022,28417
09/02/2022,30375
10/02/2022,30333
11/02/2022,30917
14/02/2022,30250
15/02/2022,29958
16/02/2022,30375
17/02/2022,30500
18/02/2022,31042
21/02/2022,30625
22/02/2022,29833
23/02/2022,30458
24/02/2022,29625
25/02/2022,29875
28/02/2022,31958
01/03/2022,32500
02/03/2022,33042
03/03/2022,35083
04/03/2022,34000
07/03/2022,35375
08/03/2022,33667
09/03/2022,34542
10/03/2022,34125
11/03/2022,33042
14/03/2022,31667
15/03/2022,31000
16/03/2022,31125
17/03/2022,30542
18/03/2022,31542
21/03/2022,31833
22/03/2022,32333
23/03/2022,31625
24/03/2022,31292
25/03/2022,31542
28/03/2022,31500
29/03/2022,31292
30/03/2022,30250
31/03/2022,29167
01/04/2022,29792
04/04/2022,29708
05/04/2022,29708
06/04/2022,29958
07/04/2022,29417
08/04/2022,27375
12/04/2022,27333
13/04/2022,27583
14/04/2022,27667
15/04/2022,27667
18/04/2022,25917
19/04/2022,25250
20/04/2022,25083
21/04/2022,25083
22/04/2022,25167
25/04/2022,23417
26/04/2022,23667
27/04/2022,24083
28/04/2022,23625
29/04/2022,23583
04/05/2022,21958
05/05/2022,20542
06/05/2022,21667
09/05/2022,20167
10/05/2022,20500
11/05/2022,20417
12/05/2022,19000
13/05/2022,17708
16/05/2022,16500
17/05/2022,17625
18/05/2022,17833
19/05/2022,17458
20/05/2022,17917
23/05/2022,17625
24/05/2022,16833
25/05/2022,17667
26/05/2022,18083
27/05/2022,19333
30/05/2022,19208
31/05/2022,19000
01/06/2022,18833
02/06/2022,18042
03/06/2022,18417
06/06/2022,17917
07/06/2022,17042
08/06/2022,17500
09/06/2022,18583
10/06/2022,18042
13/06/2022,16792
14/06/2022,15625
15/06/2022,14542
16/06/2022,14167
17/06/2022,13208
20/06/2022,12292
21/06/2022,11792
22/06/2022,12583
23/06/2022,12625
24/06/2022,13250
27/06/2022,14167
28/06/2022,13958
29/06/2022,14375
30/06/2022,13417
01/07/2022,14083
04/07/2022,14083
05/07/2022,14333
06/07/2022,14292
07/07/2022,14417
08/07/2022,15167
11/07/2022,14833
12/07/2022,15083
13/07/2022,14917
14/07/2022,15000
15/07/2022,15167
18/07/2022,14792
19/07/2022,14542
20/07/2022,15000
21/07/2022,15250
22/07/2022,15083
25/07/2022,14667
26/07/2022,13833
27/07/2022,13750
28/07/2022,14167
29/07/2022,14125
01/08/2022,15083
02/08/2022,15250
03/08/2022,16292
04/08/2022,16583
05/08/2022,17083
08/08/2022,17292
09/08/2022,17125
10/08/2022,17417
11/08/2022,16917
12/08/2022,18083
15/08/2022,17958
16/08/2022,18125
17/08/2022,17625
18/08/2022,17583
19/08/2022,17000
22/08/2022,17333
23/08/2022,17917
24/08/2022,17792
25/08/2022,18250
26/08/2022,17792
29/08/2022,17250
30/08/2022,17083
31/08/2022,17333
05/09/2022,18542
06/09/2022,18417
07/09/2022,17917
08/09/2022,17333
09/09/2022,17917
12/09/2022,17917
13/09/2022,17500
14/09/2022,18100
15/09/2022,18100
16/09/2022,17200
19/09/2022,16000
20/09/2022,16200
21/09/2022,16100
22/09/2022,16350
23/09/2022,16200
26/09/2022,15200
27/09/2022,15100
28/09/2022,15000
29/09/2022,14800
30/09/2022,14800
03/10/2022,13800
04/10/2022,13050
05/10/2022,13550
06/10/2022,12650
07/10/2022,11800
10/10/2022,12600
11/10/2022,12750
12/10/2022,13600
13/10/2022,13850
14/10/2022,14150
17/10/2022,14050
18/10/2022,13900
19/10/2022,13300
20/10/2022,13400
21/10/2022,12500
24/10/2022,11650
25/10/2022,12450
26/10/2022,12300
27/10/2022,13150
28/10/2022,12250
31/10/2022,11400
01/11/2022,11650
02/11/2022,12400
03/11/2022,11900
04/11/2022,11100
07/11/2022,10350
08/11/2022,9630
09/11/2022,9350
10/11/2022,8700
11/11/2022,8100
14/11/2022,7650
15/11/2022,7350
16/11/2022,7860
17/11/2022,8410
18/11/2022,8990
21/11/2022,9610
22/11/2022,9200
23/11/2022,8620
24/11/2022,9220
25/11/2022,9860
28/11/2022,10550
29/11/2022,10900
30/11/2022,11250
01/12/2022,11500
02/12/2022,12300
05/12/2022,13150
06/12/2022,12250
07/12/2022,11600
08/12/2022,12400
09/12/2022,12950
12/12/2022,12050
13/12/2022,12700
14/12/2022,12650
15/12/2022,12650
16/12/2022,13500
19/12/2022,13700
20/12/2022,13700
21/12/2022,13150
22/12/2022,12550
23/12/2022,11800
26/12/2022,11000
27/12/2022,11750
28/12/2022,11900
29/12/2022,11550
30/12/2022,11550
03/01/2023,12350
04/01/2023,12650
05/01/2023,13200
06/01/2023,12650
09/01/2023,12500
10/01/2023,12850
11/01/2023,13100
12/01/2023,13200
13/01/2023,13100
16/01/2023,13700
17/01/2023,14650
18/01/2023,14550
19/01/2023,14550
27/01/2023,14950
30/01/2023,14950
31/01/2023,15500
01/02/2023,14650
02/02/2023,14500
03/02/2023,14700
06/02/2023,14550
07/02/2023,13550
08/02/2023,14450
09/02/2023,14250
10/02/2023,14400
13/02/2023,14400
14/02/2023,14850
15/02/2023,15100
16/02/2023,15850
17/02/2023,15500
20/02/2023,16200
21/02/2023,15800
22/02/2023,15000
23/02/2023,15800
24/02/2023,15200
27/02/2023,14400
28/02/2023,14550
01/03/2023,15550
02/03/2023,15500
03/03/2023,15300
06/03/2023,15350
07/03/2023,16100
08/03/2023,16250
09/03/2023,16250
10/03/2023,16400
13/03/2023,16200
14/03/2023,15550
15/03/2023,16550
16/03/2023,16100
17/03/2023,16200
20/03/2023,15700
21/03/2023,16100
22/03/2023,15850
23/03/2023,16000
24/03/2023,15900
27/03/2023,16350
28/03/2023,16250
29/03/2023,16550
30/03/2023,16250
31/03/2023,16100
03/04/2023,16200
04/04/2023,16450
05/04/2023,16700
06/04/2023,16400
07/04/2023,16200
10/04/2023,15600
11/04/2023,15800
12/04/2023,15550
13/04/2023,15100
14/04/2023,15350
17/04/2023,15600
18/04/2023,15650
